id,family,species
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07915,Notodontidae,Nadata-gibbosa
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07917,Notodontidae,Hyperaeschra-georgica
07919,Notodontidae,Peridea-basitriens
07919,Notodontidae,Peridea-basitriens
07919,Notodontidae,Peridea-basitriens
07919,Notodontidae,Peridea-basitriens
07919,Notodontidae,Peridea-basitriens
07919,Notodontidae,Peridea-basitriens
07919,Notodontidae,Peridea-basitriens
07919,Notodontidae,Peridea-basitriens
07919,Notodontidae,Peridea-basitriens
07920,Notodontidae,Peridea-angulosa
07920,Notodontidae,Peridea-angulosa
07920,Notodontidae,Peridea-angulosa
07920,Notodontidae,Peridea-angulosa
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07921,Notodontidae,Peridea-ferruginea
07922,Notodontidae,Pheosia-rimosa
07922,Notodontidae,Pheosia-rimosa
07928,Notodontidae,Notodonta-torva
07929,Notodontidae,Nerice-bidentata
07929,Notodontidae,Nerice-bidentata
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07931,Notodontidae,Gluphisia-septentrionis
07936,Notodontidae,Furcula-borealis
07936,Notodontidae,Furcula-borealis
07937,Notodontidae,Furcula-cinerea
07958,Notodontidae,Dasylophia-thyatiroides
07958,Notodontidae,Dasylophia-thyatiroides
07958,Notodontidae,Dasylophia-thyatiroides
07958,Notodontidae,Dasylophia-thyatiroides
07958,Notodontidae,Dasylophia-thyatiroides
07958,Notodontidae,Dasylophia-thyatiroides
07974,Notodontidae,Misogada-unicolor
07974,Notodontidae,Misogada-unicolor
07974,Notodontidae,Misogada-unicolor
07975,Notodontidae,Macrurocampa-marthesia
07975,Notodontidae,Macrurocampa-marthesia
07975,Notodontidae,Macrurocampa-marthesia
07985,Notodontidae,Rifargia-subrotata
07985,Notodontidae,Rifargia-subrotata
07990,Notodontidae,Heterocampa-umbrata
07990,Notodontidae,Heterocampa-umbrata
07990,Notodontidae,Heterocampa-umbrata
07990,Notodontidae,Heterocampa-umbrata
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07994,Notodontidae,Cecrita-guttivitta
07995,Notodontidae,Cecrita-biundata
07998,Notodontidae,Lochmaeus-manteo
07998,Notodontidae,Lochmaeus-manteo
08005,Notodontidae,Schizura-ipomoeae
08007,Notodontidae,Schizura-unicornis
08007,Notodontidae,Schizura-unicornis
08017,Notodontidae,Ianassa-lignicolor
08017,Notodontidae,Ianassa-lignicolor
08090,Arctiidae,Hypoprepia-fucosa
08090,Arctiidae,Hypoprepia-fucosa
08090,Arctiidae,Hypoprepia-fucosa
08090,Arctiidae,Hypoprepia-fucosa
08090,Arctiidae,Hypoprepia-fucosa
08098,Arctiidae,Clemensia-albata
08098,Arctiidae,Clemensia-albata
08098,Arctiidae,Clemensia-albata
08098,Arctiidae,Clemensia-albata
08107,Erebidae,Haploa-clymene
08133,Erebidae,Spilosoma-latipennis
08133,Erebidae,Spilosoma-latipennis
08133,Erebidae,Spilosoma-latipennis
08133,Erebidae,Spilosoma-latipennis
08133,Erebidae,Spilosoma-latipennis
08133,Erebidae,Spilosoma-latipennis
08133,Erebidae,Spilosoma-latipennis
08133,Erebidae,Spilosoma-latipennis
08133,Erebidae,Spilosoma-latipennis
08133,Erebidae,Spilosoma-latipennis
08133,Erebidae,Spilosoma-latipennis
08134,Erebidae,Spilosoma-congrua
08137,Arctiidae,Spilosoma-virginica
08137,Arctiidae,Spilosoma-virginica
08137,Arctiidae,Spilosoma-virginica
08137,Arctiidae,Spilosoma-virginica
08137,Arctiidae,Spilosoma-virginica
08137,Arctiidae,Spilosoma-virginica
08137,Arctiidae,Spilosoma-virginica
08162,Arctiidae,Platarctia-parthenos
08162,Arctiidae,Platarctia-parthenos
08196,Erebidae,Apantesis-parthenice
08203,Arctiidae,Halysidota-tessellaris
08203,Arctiidae,Halysidota-tessellaris
08203,Arctiidae,Halysidota-tessellaris
08211,Erebidae,Lophocampa-caryae
08211,Erebidae,Lophocampa-caryae
08211,Erebidae,Lophocampa-caryae
08294,Erebidae,Dasychira-vagans
08294,Erebidae,Dasychira-vagans
08294,Erebidae,Dasychira-vagans
08294,Erebidae,Dasychira-vagans
08296,Erebidae,Dasychira-basiflava
08296,Erebidae,Dasychira-basiflava
08296,Erebidae,Dasychira-basiflava
08296,Erebidae,Dasychira-basiflava
08304,Erebidae,Dasychira-plagiata
08316,Lymantriidae,Orgyia-leucostigma
08316,Lymantriidae,Orgyia-leucostigma
08316,Lymantriidae,Orgyia-leucostigma
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08318,Lymantriidae,Lymantria-dispar
08322,Erebidae,Idia-americalis
08322,Erebidae,Idia-americalis
08323,Erebidae,Idia-aemula
08323,Erebidae,Idia-aemula
08323,Erebidae,Idia-aemula
08323,Erebidae,Idia-aemula
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08326,Erebidae,Idia-rotundalis
08334,Erebidae,Idia-lubricalis
08334,Erebidae,Idia-lubricalis
08334,Erebidae,Idia-lubricalis
08334,Erebidae,Idia-lubricalis
08334,Erebidae,Idia-lubricalis
08345,Erebidae,Zanclognatha-laevigata
08345,Erebidae,Zanclognatha-laevigata
08345,Erebidae,Zanclognatha-laevigata
08345,Erebidae,Zanclognatha-laevigata
08345,Erebidae,Zanclognatha-laevigata
08345,Erebidae,Zanclognatha-laevigata
08345,Erebidae,Zanclognatha-laevigata
08345,Erebidae,Zanclognatha-laevigata
08345,Erebidae,Zanclognatha-laevigata
08348,Erebidae,Zanclognatha-pedipilalis
08351,Erebidae,Zanclognatha-cruralis
08351,Erebidae,Zanclognatha-cruralis
08353,Erebidae,Zanclognatha-jacchusalis
08353,Erebidae,Zanclognatha-jacchusalis
08353,Erebidae,Zanclognatha-jacchusalis
08353,Erebidae,Zanclognatha-jacchusalis
08353,Erebidae,Zanclognatha-jacchusalis
08353,Erebidae,Zanclognatha-jacchusalis
08353,Erebidae,Zanclognatha-jacchusalis
08353,Erebidae,Zanclognatha-jacchusalis
08353,Erebidae,Zanclognatha-jacchusalis
08353,Erebidae,Zanclognatha-jacchusalis
08353,Erebidae,Zanclognatha-jacchusalis
08355,Erebidae,Chytolita-morbidalis
08387,Erebidae,Renia-sobrialis
08397,Erebidae,Palthis-angulalis
08421,Erebidae,Hypenodes-fractilinea
08428,Erebidae,Dyspyralis-nigellus
08442,Erebidae,Bomolocha-baltimoralis
08442,Erebidae,Bomolocha-baltimoralis
08442,Erebidae,Bomolocha-baltimoralis
08442,Erebidae,Bomolocha-baltimoralis
08442,Erebidae,Bomolocha-baltimoralis
08442,Erebidae,Bomolocha-baltimoralis
08442,Erebidae,Bomolocha-baltimoralis
08461,Erebidae,Hypena-humuli
08461,Erebidae,Hypena-humuli
08461,Erebidae,Hypena-humuli
08499,Erebidae,Metalectra-discalis
08499,Erebidae,Metalectra-discalis
08499,Erebidae,Metalectra-discalis
08499,Erebidae,Metalectra-discalis
08499,Erebidae,Metalectra-discalis
08499,Erebidae,Metalectra-discalis
08499,Erebidae,Metalectra-discalis
08689,Erebidae,Zale-lunata
08689,Erebidae,Zale-lunata
08689,Erebidae,Zale-lunata
08689,Erebidae,Zale-lunata
08697,Erebidae,Zale-minerea
08697,Erebidae,Zale-minerea
08801,Erebidae,Catocala-ilia
08805,Erebidae,Catocala-unijuga
08805,Erebidae,Catocala-unijuga
09049,Noctuidae,Maliattha-synochitis
09177,Noctuidae,Panthea-acronyctoides
09177,Noctuidae,Panthea-acronyctoides
09182,Noctuidae,Panthea-furcilla
09182,Noctuidae,Panthea-furcilla
09182,Noctuidae,Panthea-furcilla
09182,Noctuidae,Panthea-furcilla
09182,Noctuidae,Panthea-furcilla
09182,Noctuidae,Panthea-furcilla
09182,Noctuidae,Panthea-furcilla
09184,Noctuidae,Colocasia-flavicornis
09184,Noctuidae,Colocasia-flavicornis
09185,Noctuidae,Colocasia-propinquilinea
09185,Noctuidae,Colocasia-propinquilinea
09185,Noctuidae,Colocasia-propinquilinea
09185,Noctuidae,Colocasia-propinquilinea
09185,Noctuidae,Colocasia-propinquilinea
09185,Noctuidae,Colocasia-propinquilinea
09185,Noctuidae,Colocasia-propinquilinea
09185,Noctuidae,Colocasia-propinquilinea
09193,Noctuidae,Raphia-frater
09193,Noctuidae,Raphia-frater
09193,Noctuidae,Raphia-frater
09193,Noctuidae,Raphia-frater
09193,Noctuidae,Raphia-frater
09193,Noctuidae,Raphia-frater
09193,Noctuidae,Raphia-frater
09193,Noctuidae,Raphia-frater
09193,Noctuidae,Raphia-frater
09193,Noctuidae,Raphia-frater
09200,Noctuidae,Acronicta-americana
09203,Noctuidae,Acronicta-dacylina
09203,Noctuidae,Acronicta-dacylina
09207,Noctuidae,Acronicta-innotata
09207,Noctuidae,Acronicta-innotata
09219,Noctuidae,Acronicta-connecta
09226,Noctuidae,Harrisimemna-trisignata
09227,Noctuidae,Acronicta-laetifica
09235,Noctuidae,Acronicta-spinigera
09241,Noctuidae,Acronicta-fragilis
09241,Noctuidae,Acronicta-fragilis
09249,Noctuidae,Acronicta-increta
09249,Noctuidae,Acronicta-increta
09249,Noctuidae,Acronicta-increta
09251,Noctuidae,Acronicta-retardata
09257,Noctuidae,Acronicta-impleta
09257,Noctuidae,Acronicta-impleta
09257,Noctuidae,Acronicta-impleta
09257,Noctuidae,Acronicta-impleta
09419,Noctuidae,Platypolia-mactata
09520,Noctuidae,Achatodes-zeae
09631,Noctuidae,Callopistria-cordata
09638,Noctuidae,Sunira-bicolorago
09662,Noctuidae,Balsa-malana
09678,Noctuidae,Elaphria-versicolor
09678,Noctuidae,Elaphria-versicolor
09961,Noctuidae,Anathix-ralla
09961,Noctuidae,Anathix-ralla
09961,Noctuidae,Anathix-ralla
09961,Noctuidae,Anathix-ralla
10008,Noctuidae,Feralia-comstocki
10008,Noctuidae,Feralia-comstocki
10008,Noctuidae,Feralia-comstocki
10280,Noctuidae,Polia-purpurissata
10524,Noctuidae,Nephelodes-minians
10674,Noctuidae,Feltia-subgothica
10674,Noctuidae,Feltia-subgothica
10674,Noctuidae,Feltia-subgothica
10702,Noctuidae,Euxoa-divergens
10705,Noctuidae,Euxoa-messoria
10943,Noctuidae,Pseudohermonassa-bicarnea
10943,Noctuidae,Pseudohermonassa-bicarnea
10943,Noctuidae,Pseudohermonassa-bicarnea
10951,Noctuidae,Pseudohermonassa-tenuicula
10968,Noctuidae,Anaplectoides-prasina
11000,Noctuidae,Anaplectoides-prasina
11000,Noctuidae,Anaplectoides-prasina
11000,Noctuidae,Anaplectoides-prasina
11000,Noctuidae,Anaplectoides-prasina
11000,Noctuidae,Anaplectoides-prasina
11006,Noctuidae,Protolampra-brunneicollis
11008,Noctuidae,Eueretagrotis-perattentus
11012,Noctuidae,Cryptocala-acadiensis
